0,11
1,11
2,12
3,14
4,13
5,13
6,13
7,13
8,17
9,13
10,14
11,13
12,12
13,13
14,15
15,17
16,14
17,14
18,7
19,12
20,14
21,12
22,14
23,10
24,10
25,12
26,12
27,11
28,13
29,12
30,11
31,15
32,15
33,12
34,12
35,11
36,14
37,13
38,12
39,12
40,10
41,11
42,15
43,10
44,11
45,11
46,13
47,17
48,13
49,12
50,13
51,16
52,9
53,12
54,13
55,12
56,15
57,16
58,14
59,16
60,16
61,16
62,10
63,13
64,12
65,16
66,12
67,10
68,11
69,15
70,11
71,10
72,11
73,14
74,11
75,11
76,11
77,13
78,10
79,11
80,12
81,9
82,11
83,13
84,12
85,12
86,11
87,15
88,11
89,10
90,11
91,13
92,12
93,14
94,12
95,13
96,11
97,12
98,13
99,13
100,8
101,16
102,12
103,10
104,16
105,10
106,10
107,14
108,11
109,14
110,14
111,11
112,10
113,18
114,10
115,14
116,16
117,15
118,11
119,14
120,14
121,13
122,13
123,13
124,11
125,9
126,11
127,11
128,15
129,13
130,12
131,8
132,11
133,13
134,12
135,14
136,11
137,11
138,11
139,15
140,10
141,13
142,12
143,11
144,11
145,10
146,10
147,14
148,9
149,11
150,9
151,13
152,11
153,13
154,11
155,6
156,12
157,10
158,11
159,13
160,11
161,8
162,11
163,0
164,10
165,13
166,11
167,13
168,8
169,10
170,11
171,11
172,1
173,10
174,9
175,8
176,10
177,8
178,8
179,8
180,11
181,18
182,13
183,17
184,10
185,18
186,10
187,13
188,15
189,11
190,14
191,10
192,11
193,13
194,11
195,13
196,17
197,14
198,16
199,14
200,11
201,16
202,14
203,10
204,13
205,12
206,12
207,10
208,12
209,16
210,14
211,12
212,16
213,11
214,15
215,12
216,15
217,13
218,13
219,8
220,12
221,15
222,13
223,12
224,12
225,12
226,13
227,11
228,11
229,15
230,10
231,10
232,13
233,13
234,11
235,12
236,14
237,10
238,16
239,8
240,17
241,11
242,11
243,16
244,12
245,13
246,13
247,14
248,9
249,12
250,16
251,10
252,13
253,10
254,10
255,7
256,8
257,9
258,15
259,10
260,11
261,13
262,8
263,8
264,10
265,15
266,14
267,15
268,12
269,15
270,15
271,12
272,15
273,11
274,10
275,11
276,16
277,11
278,13
279,5
280,10
281,11
282,7
283,10
284,6
285,12
286,13
287,10
288,13
289,17
290,11
291,11
292,14
293,14
294,13
295,14
296,16
297,10
298,12
299,12
300,15
301,11
302,12
303,13
304,13
305,9
306,16
307,14
308,12
309,14
310,10
311,12
312,16
313,13
314,18
315,15
316,16
317,12
318,10
319,12
320,13
321,15
322,10
323,10
324,11
325,10
326,13
327,18
328,13
329,14
330,14
331,12
332,18
333,14
334,15
335,17
336,16
337,18
338,19
339,15
340,15
341,13
342,14
343,17
344,17
345,15
346,13
347,8
348,16
349,18
350,11
351,15
352,11
353,11
354,15
355,14
356,17
357,17
358,15
359,17
360,14
361,10
362,13
363,14
364,17
365,17
366,13
367,14
368,11
369,11
370,9
371,10
372,13
373,10
374,17
375,15
376,14
377,13
378,17
379,10
380,13
381,15
382,11
383,12
384,10
385,10
386,15
387,15
388,12
389,12
390,14
391,14
392,15
393,15
394,16
395,13
396,17
397,14
398,14
399,17
400,17
401,14
402,13
403,15
404,16
405,11
406,13
407,12
408,12
409,15
410,17
411,15
412,17
413,10
414,15
415,11
416,18
417,17
418,14
419,11
420,17
421,10
422,13
423,11
424,12
425,10
426,11
427,17
428,9
429,11
430,11
431,10
432,7
433,14
434,11
435,10
436,8
437,12
438,12
439,16
440,0
441,9
442,14
443,8
444,11
445,9
446,11
447,9
448,17
449,13
450,15
451,11
452,11
453,8
454,8
455,9
456,15
457,11
458,13
459,10
460,11
461,14
462,14
463,12
464,11
465,8
466,11
467,14
468,13
469,13
470,12
471,12
472,16
473,10
474,11
475,14
476,8
477,11
478,8
479,10
480,10
481,11
482,9
483,11
484,8
485,11
486,10
487,10
488,9
489,10
490,10
491,9
492,10
493,10
494,9
495,13
496,14
497,10
498,14
499,16
500,7
501,13
502,9
503,14
504,13
505,11
506,10
507,10
508,9
509,18
510,17
511,10
512,7
513,8
514,7
515,10
516,16
517,15
518,8
519,0
520,8
521,10
522,8
523,6
524,8
525,16
526,14
527,10
528,9
529,11
530,9
531,10
532,8
533,16
534,12
535,10
536,14
537,12
538,11
539,10
540,11
541,11
542,12
543,8
544,12
545,8
546,16
547,11
548,11
549,18
550,13
551,13
552,10
553,12
554,10
555,13
556,11
557,10
558,10
559,13
560,10
561,10
562,12
563,0
564,10
565,9
566,9
567,0
568,9
569,8
570,8
571,9
572,7
573,10
574,10
575,10
576,11
577,11
578,10
579,9
580,10
581,8
582,7
583,0
584,11
585,8
586,0
587,8
588,9
589,10
590,7
591,14
592,13
593,14
594,18
595,17
596,18
597,0
598,11
599,14
600,14
601,10
602,13
603,0
604,10
605,0
606,18
607,12
608,11
609,12
610,0
611,15
612,11
613,10
614,12
615,15
616,14
617,18
618,15
619,13
620,15
621,13
622,9
623,16
624,9
625,10
626,0
627,10
628,12
629,9
630,17
631,12
632,9
633,14
634,16
635,9
636,19
637,0
638,16
639,0
640,0
641,15
642,11
643,10
644,10
645,16
646,9
647,10
648,11
