0,0
1,0
2,0
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,0
13,1
14,1
15,1
16,1
17,1
18,0
19,0
20,1
21,0
22,1
23,0
24,0
25,0
26,0
27,0
28,1
29,0
30,0
31,1
32,1
33,0
34,0
35,0
36,1
37,1
38,0
39,0
40,0
41,0
42,1
43,0
44,0
45,0
46,1
47,1
48,1
49,0
50,1
51,1
52,0
53,0
54,1
55,0
56,1
57,1
58,1
59,1
60,1
61,1
62,0
63,1
64,0
65,1
66,0
67,0
68,0
69,1
70,0
71,0
72,0
73,1
74,0
75,0
76,0
77,1
78,0
79,0
80,0
81,0
82,0
83,1
84,0
85,0
86,0
87,1
88,0
89,0
90,0
91,1
92,0
93,1
94,0
95,1
96,0
97,0
98,1
99,1
100,0
101,1
102,0
103,0
104,1
105,0
106,0
107,1
108,0
109,1
110,1
111,0
112,0
113,1
114,0
115,1
116,1
117,1
118,0
119,1
120,1
121,1
122,1
123,1
124,0
125,0
126,0
127,0
128,1
129,1
130,0
131,0
132,0
133,1
134,0
135,1
136,0
137,0
138,0
139,1
140,0
141,1
142,0
143,0
144,0
145,0
146,0
147,1
148,0
149,0
150,0
151,1
152,0
153,1
154,0
155,0
156,0
157,0
158,0
159,1
160,0
161,0
162,0
163,0
164,0
165,1
166,0
167,1
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,1
182,1
183,1
184,0
185,1
186,0
187,1
188,1
189,0
190,1
191,0
192,0
193,1
194,0
195,1
196,1
197,1
198,1
199,1
200,0
201,1
202,1
203,0
204,1
205,0
206,0
207,0
208,0
209,1
210,1
211,0
212,1
213,0
214,1
215,0
216,1
217,1
218,1
219,0
220,0
221,1
222,1
223,0
224,0
225,0
226,1
227,0
228,0
229,1
230,0
231,0
232,1
233,1
234,0
235,0
236,1
237,0
238,1
239,0
240,1
241,0
242,0
243,1
244,0
245,1
246,1
247,1
248,0
249,0
250,1
251,0
252,1
253,0
254,0
255,0
256,0
257,0
258,1
259,0
260,0
261,1
262,0
263,0
264,0
265,1
266,1
267,1
268,0
269,1
270,1
271,0
272,1
273,0
274,0
275,0
276,1
277,0
278,1
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,1
287,0
288,1
289,1
290,0
291,0
292,1
293,1
294,1
295,1
296,1
297,0
298,0
299,0
300,1
301,0
302,0
303,1
304,1
305,0
306,1
307,1
308,0
309,1
310,0
311,0
312,1
313,1
314,1
315,1
316,1
317,0
318,0
319,0
320,1
321,1
322,0
323,0
324,0
325,0
326,1
327,1
328,1
329,1
330,1
331,0
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,0
348,1
349,1
350,0
351,1
352,0
353,0
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,0
362,1
363,1
364,1
365,1
366,1
367,1
368,0
369,0
370,0
371,0
372,1
373,0
374,1
375,1
376,1
377,1
378,1
379,0
380,1
381,1
382,0
383,0
384,0
385,0
386,1
387,1
388,0
389,0
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,0
406,1
407,0
408,0
409,1
410,1
411,1
412,1
413,0
414,1
415,0
416,1
417,1
418,1
419,0
420,1
421,0
422,1
423,0
424,0
425,0
426,0
427,1
428,0
429,0
430,0
431,0
432,0
433,1
434,0
435,0
436,0
437,0
438,0
439,1
440,0
441,0
442,1
443,0
444,0
445,0
446,0
447,0
448,1
449,1
450,1
451,0
452,0
453,0
454,0
455,0
456,1
457,0
458,1
459,0
460,0
461,1
462,1
463,0
464,0
465,0
466,0
467,1
468,1
469,1
470,0
471,0
472,1
473,0
474,0
475,1
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,1
496,1
497,0
498,1
499,1
500,0
501,1
502,0
503,1
504,1
505,0
506,0
507,0
508,0
509,1
510,1
511,0
512,0
513,0
514,0
515,0
516,1
517,1
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,1
526,1
527,0
528,0
529,0
530,0
531,0
532,0
533,1
534,0
535,0
536,1
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,1
547,0
548,0
549,1
550,1
551,1
552,0
553,0
554,0
555,1
556,0
557,0
558,0
559,1
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,1
592,1
593,1
594,1
595,1
596,1
597,0
598,0
599,1
600,1
601,0
602,1
603,0
604,0
605,0
606,1
607,0
608,0
609,0
610,0
611,1
612,0
613,0
614,0
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,0
623,1
624,0
625,0
626,0
627,0
628,0
629,0
630,1
631,0
632,0
633,1
634,1
635,0
636,1
637,0
638,1
639,0
640,0
641,1
642,0
643,0
644,0
645,1
646,0
647,0
648,0
