0,1
1,1
2,2
3,3
4,2
5,3
6,2
7,1
8,4
9,3
10,2
11,2
12,3
13,2
14,3
15,3
16,3
17,2
18,1
19,2
20,3
21,3
22,3
23,2
24,1
25,1
26,2
27,3
28,2
29,2
30,2
31,4
32,3
33,2
34,3
35,1
36,4
37,3
38,2
39,3
40,2
41,2
42,4
43,2
44,2
45,1
46,2
47,4
48,3
49,1
50,3
51,3
52,2
53,2
54,3
55,2
56,3
57,3
58,2
59,3
60,2
61,2
62,2
63,2
64,2
65,3
66,2
67,1
68,1
69,3
70,3
71,2
72,1
73,3
74,2
75,2
76,2
77,2
78,2
79,1
80,2
81,2
82,1
83,3
84,2
85,1
86,1
87,3
88,2
89,1
90,1
91,4
92,1
93,2
94,3
95,2
96,3
97,2
98,3
99,1
100,1
101,4
102,3
103,1
104,4
105,2
106,1
107,4
108,3
109,3
110,4
111,2
112,3
113,4
114,2
115,3
116,3
117,3
118,1
119,3
120,3
121,3
122,3
123,3
124,1
125,2
126,2
127,2
128,0
129,4
130,0
131,0
132,2
133,2
134,0
135,0
136,0
137,0
138,2
139,3
140,0
141,2
142,2
143,3
144,0
145,2
146,0
147,2
148,0
149,2
150,0
151,3
152,2
153,0
154,2
155,1
156,3
157,2
158,3
159,2
160,0
161,1
162,0
163,2
164,1
165,2
166,2
167,3
168,0
169,3
170,0
171,3
172,2
173,0
174,2
175,2
176,2
177,1
178,2
179,2
180,1
181,2
182,4
183,1
184,2
185,2
186,2
187,3
188,2
189,2
190,3
191,2
192,1
193,2
194,3
195,3
196,3
197,2
198,4
199,2
200,3
201,2
202,2
203,1
204,2
205,2
206,1
207,3
208,2
209,1
210,1
211,3
212,3
213,1
214,2
215,3
216,0
217,1
218,1
219,2
220,1
221,0
222,4
223,3
224,3
225,1
226,3
227,2
228,2
229,2
230,3
231,2
232,2
233,3
234,1
235,2
236,3
237,2
238,2
239,0
240,2
241,2
242,0
243,2
244,0
245,4
246,3
247,1
248,1
249,3
250,1
251,2
252,1
253,1
254,2
255,1
256,3
257,2
258,3
259,0
260,4
261,1
262,2
263,2
264,0
265,4
266,2
267,2
268,2
269,0
270,2
271,3
272,2
273,3
274,2
275,2
276,2
277,2
278,1
279,2
280,1
281,2
282,2
283,2
284,2
285,2
286,4
287,2
288,3
289,3
290,2
291,3
292,3
293,4
294,3
295,2
296,0
297,1
298,3
299,3
300,2
301,2
302,3
303,4
304,3
305,2
306,4
307,1
308,2
309,2
310,0
311,3
312,2
313,2
314,3
315,2
316,0
317,2
318,2
319,2
320,3
321,2
322,2
323,3
324,3
325,2
326,3
327,2
328,2
329,3
330,1
331,3
332,0
333,0
334,0
335,3
336,3
337,0
338,4
339,2
340,2
341,0
342,3
343,0
344,2
345,3
346,3
347,2
348,3
349,3
350,1
351,3
352,1
353,1
354,2
355,2
356,3
357,2
358,2
359,3
360,3
361,2
362,2
363,3
364,2
365,2
366,3
367,0
368,2
369,2
370,2
371,2
372,2
373,1
374,4
375,2
376,3
377,2
378,3
379,2
380,3
381,1
382,2
383,0
384,1
385,2
386,1
387,0
388,1
389,0
390,2
391,3
392,1
393,2
394,2
