0,0
1,0
2,0
3,1
4,0
5,1
6,0
7,0
8,1
9,1
10,0
11,0
12,1
13,0
14,1
15,1
16,1
17,0
18,0
19,0
20,1
21,1
22,1
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,1
32,1
33,0
34,1
35,0
36,1
37,1
38,0
39,1
40,0
41,0
42,1
43,0
44,0
45,0
46,0
47,1
48,1
49,0
50,1
51,1
52,0
53,0
54,1
55,0
56,1
57,1
58,0
59,1
60,0
61,0
62,0
63,0
64,0
65,1
66,0
67,0
68,0
69,1
70,1
71,0
72,0
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,1
84,0
85,0
86,0
87,1
88,0
89,0
90,0
91,1
92,0
93,0
94,1
95,0
96,1
97,0
98,1
99,0
100,0
101,1
102,1
103,0
104,1
105,0
106,0
107,1
108,1
109,1
110,1
111,0
112,1
113,1
114,0
115,1
116,1
117,1
118,0
119,1
120,1
121,1
122,1
123,1
124,0
125,0
126,0
127,0
128,0
129,1
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,1
140,0
141,0
142,0
143,1
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,1
152,0
153,0
154,0
155,0
156,1
157,0
158,1
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,1
168,0
169,1
170,0
171,1
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,1
183,0
184,0
185,0
186,0
187,1
188,0
189,0
190,1
191,0
192,0
193,0
194,1
195,1
196,1
197,0
198,1
199,0
200,1
201,0
202,0
203,0
204,0
205,0
206,0
207,1
208,0
209,0
210,0
211,1
212,1
213,0
214,0
215,1
216,0
217,0
218,0
219,0
220,0
221,0
222,1
223,1
224,1
225,0
226,1
227,0
228,0
229,0
230,1
231,0
232,0
233,1
234,0
235,0
236,1
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,1
246,1
247,0
248,0
249,1
250,0
251,0
252,0
253,0
254,0
255,0
256,1
257,0
258,1
259,0
260,1
261,0
262,0
263,0
264,0
265,1
266,0
267,0
268,0
269,0
270,0
271,1
272,0
273,1
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,1
287,0
288,1
289,1
290,0
291,1
292,1
293,1
294,1
295,0
296,0
297,0
298,1
299,1
300,0
301,0
302,1
303,1
304,1
305,0
306,1
307,0
308,0
309,0
310,0
311,1
312,0
313,0
314,1
315,0
316,0
317,0
318,0
319,0
320,1
321,0
322,0
323,1
324,1
325,0
326,1
327,0
328,0
329,1
330,0
331,1
332,0
333,0
334,0
335,1
336,1
337,0
338,1
339,0
340,0
341,0
342,1
343,0
344,0
345,1
346,1
347,0
348,1
349,1
350,0
351,1
352,0
353,0
354,0
355,0
356,1
357,0
358,0
359,1
360,1
361,0
362,0
363,1
364,0
365,0
366,1
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,1
375,0
376,1
377,0
378,1
379,0
380,1
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,1
392,0
393,0
394,0
