0,6
1,6
2,10
3,15
4,10
5,15
6,11
7,6
8,19
9,15
10,9
11,12
12,14
13,11
14,16
15,14
16,14
17,10
18,5
19,10
20,15
21,15
22,16
23,12
24,8
25,8
26,11
27,15
28,11
29,11
30,12
31,17
32,16
33,12
34,15
35,6
36,18
37,15
38,11
39,13
40,11
41,12
42,18
43,11
44,9
45,6
46,11
47,20
48,14
49,7
50,13
51,13
52,10
53,11
54,13
55,10
56,15
57,15
58,9
59,16
60,11
61,11
62,9
63,9
64,10
65,15
66,12
67,6
68,8
69,16
70,15
71,10
72,5
73,14
74,11
75,10
76,10
77,11
78,10
79,5
80,12
81,11
82,6
83,15
84,10
85,8
86,6
87,14
88,10
89,7
90,8
91,18
92,6
93,10
94,14
95,10
96,15
97,10
98,14
99,8
100,5
101,17
102,14
103,6
104,18
105,11
106,8
107,18
108,13
109,16
110,19
111,10
112,13
113,19
114,9
115,16
116,14
117,13
118,8
119,13
120,15
121,15
122,13
123,13
124,8
125,12
126,11
127,9
128,0
129,18
130,0
131,0
132,12
133,11
134,0
135,0
136,0
137,0
138,12
139,15
140,0
141,9
142,11
143,13
144,0
145,11
146,0
147,11
148,0
149,10
150,0
151,14
152,10
153,0
154,12
155,8
156,13
157,10
158,15
159,12
160,0
161,7
162,0
163,10
164,7
165,12
166,10
167,16
168,0
169,14
170,0
171,16
172,10
173,0
174,9
175,9
176,11
177,6
178,9
179,11
180,8
181,12
182,17
183,8
184,12
185,11
186,11
187,15
188,9
189,10
190,13
191,9
192,8
193,10
194,14
195,15
196,16
197,10
198,18
199,10
200,16
201,10
202,10
203,6
204,11
205,9
206,7
207,13
208,10
209,7
210,8
211,13
212,14
213,8
214,10
215,15
216,4
217,8
218,8
219,10
220,6
221,0
222,17
223,13
224,14
225,7
226,15
227,12
228,9
229,12
230,14
231,11
232,9
233,13
234,6
235,10
236,13
237,12
238,11
239,0
240,12
241,12
242,0
243,12
244,0
245,18
246,13
247,8
248,5
249,15
250,8
251,10
252,8
253,8
254,12
255,8
256,13
257,11
258,14
259,0
260,18
261,8
262,12
263,9
264,0
265,17
266,10
267,11
268,10
269,0
270,9
271,14
272,11
273,14
274,10
275,12
276,9
277,9
278,8
279,10
280,8
281,10
282,12
283,10
284,11
285,11
286,19
287,12
288,14
289,15
290,11
291,15
292,13
293,18
294,14
295,11
296,0
297,8
298,14
299,16
300,11
301,10
302,14
303,18
304,13
305,12
306,18
307,8
308,12
309,10
310,0
311,13
312,11
313,11
314,13
315,11
316,0
317,9
318,10
319,11
320,13
321,9
322,11
323,15
324,15
325,11
326,16
327,10
328,9
329,14
330,8
331,14
332,0
333,0
334,0
335,15
336,13
337,0
338,17
339,10
340,11
341,0
342,15
343,0
344,10
345,14
346,16
347,9
348,15
349,13
350,8
351,13
352,8
353,8
354,11
355,9
356,13
357,11
358,10
359,16
360,13
361,12
362,10
363,15
364,12
365,10
366,13
367,0
368,10
369,11
370,9
371,12
372,11
373,5
374,19
375,10
376,15
377,10
378,15
379,10
380,14
381,7
382,10
383,0
384,5
385,10
386,6
387,0
388,8
389,0
390,9
391,16
392,7
393,10
394,9
